id,split,cluster,category,difficulty,query,context,constraints,expected_domain_expert,expected_perspectives,evaluation_tags,rubric_must_cover,rubric_desirable,should_consider_risks,should_show_tradeoffs,should_propose_alternatives,should_include_steps,should_include_metrics,should_acknowledge_uncertainty,reference_outline,notes_for_evaluators,expected_single_model_failure_modes
CMM-027,stress_test,ethics_regulation,surveillance,hard,Стоит ли университету вводить систему распознавания лиц на кампусе для безопасности?,После нескольких инцидентов часть администрации требует усилить контроль доступа. Студенты и преподаватели опасаются постоянного наблюдения.,"Нужно учитывать безопасность, приватность и доверие | Нельзя исходить из того, что технология безошибочна | Важно рассмотреть альтернативы",Law,risk | user | strategy | domain,facial_recognition | campus | privacy | security | trust,альтернативы распознаванию лиц | риски ошибок и злоупотребления | приватность и trust | цели и границы применения | условия допустимости/недопустимости,data governance | retention policy | pilot with oversight | non-biometric options,True,True,True,False,False,True,"Сначала проверить, решает ли распознавание лиц реальную проблему лучше альтернатив. | Обсудить ошибки, дискриминацию, chilling effect и риск расширения целей системы. | Сравнить с небиометрическими мерами безопасности и организационными мерами. | Если вообще рассматривать внедрение — только при жёстких ограничениях, прозрачности и контроле. | Вывод должен быть условным и требовательным к governance.","Хороший ответ не должен быть ни технофобным, ни технооптимистичным — важен анализ условий и альтернатив.",сведение темы к 'безопасность важнее' | игнорирование альтернатив | недооценка chilling effect
CMM-028,stress_test,ethics_regulation,algorithmic_fairness,hard,Можно ли автоматизировать первичное одобрение кредитов с помощью модели машинного обучения?,"Банк хочет ускорить процесс рассмотрения заявок, но есть опасения по поводу дискриминации и непрозрачности причин отказа.","Нужно учитывать fairness, explainability и операционную эффективность | Нельзя полностью убрать человека из сложных случаев | Важно оценить продуктовые и регуляторные последствия",Finance,risk | domain | strategy | engineering | user,loan_approval | ml | fairness | explainability | banking,границы автоматизации | fairness/смещение | объяснимость и апелляция | human-in-the-loop | мониторинг и контроль,risk-based triage | manual review for edge cases | model governance,True,True,True,True,True,True,"Разделить полную автоматизацию и автоматизацию первичного скрининга/приоритизации. | Потребовать fairness checks, explainability и процесс оспаривания решений. | Оставить человека в сложных и спорных случаях. | Мониторить drift, false rejection, bias по группам и операционную выгоду. | Указать риск непрозрачной дискриминации и регуляторных последствий.","Это стресс-тест на способность предложить условно допустимую, а не радикальную архитектуру решения.",полярный ответ 'да/нет' | нет механизма апелляции | нет контроля fairness после запуска
CMM-029,stress_test,ethics_regulation,proctoring,hard,Нужно ли использовать автоматический онлайн-прокторинг на экзаменах в университете?,"Университет хочет снизить списывание на дистанционных экзаменах, но студенты жалуются на вторжение в личное пространство и ложные срабатывания.","Нельзя оценивать решение только по факту снижения списывания | Нужно рассмотреть fairness, стресс и доступность | Важно предложить альтернативы дизайна оценивания",Education,risk | user | domain | strategy,proctoring | education | fairness | privacy | assessment_design,плюсы и минусы прокторинга | ложные срабатывания и доступность | альтернативы оцениванию | влияние на доверие и стресс | условия ограниченного применения,open-book/alternative assessments | risk-based use | appeal process,True,True,True,False,False,True,"Не рассматривать прокторинг как единственный способ честной оценки. | Сравнить его с redesign оценивания: open-book, проектные и устные форматы. | Разобрать риски стресса, приватности, доступности и ложных обвинений. | Если применять — ограниченно, прозрачно и с процедурой апелляции. | Показать влияние на доверие студентов и культуру оценки.",Сильный ответ смотрит шире технологии и предлагает альтернативный assessment design.,чрезмерный фокус на контроле | нет альтернатив прокторингу | недооценка влияния на доверие и стресс
CMM-030,stress_test,ethics_regulation,workplace_monitoring,hard,Стоит ли компании внедрять ПО для постоянного мониторинга активности сотрудников на компьютере?,"Руководство считает, что это повысит дисциплину в удалённой работе. Сотрудники воспринимают идею как недоверие и вторжение в личное пространство.","Нужно учитывать и управленческий эффект, и культурные последствия | Важно рассмотреть менее инвазивные альтернативы | Нельзя путать видимость активности с реальной результативностью",Law,risk | user | strategy | domain,employee_monitoring | privacy | remote_work | culture | management,ограниченность ценности тотального мониторинга | культурные и правовые риски | альтернативы управлению по результату | условия допустимости/ограничения | побочные эффекты,цели и data minimization | прозрачность | role-based exceptions,True,True,True,False,False,True,"Критически оценить гипотезу, что мониторинг действительно повышает результативность. | Показать риски недоверия, обходного поведения и подмены результатов метриками активности. | Сравнить с альтернативами: ясные цели, ритмы управления, review outcomes. | Если часть мониторинга допустима — только под конкретные цели, прозрачно и минимально. | Вывод должен учитывать культуру, право и качество управления.",Хороший ответ отличает управление по результату от управления по суррогатным метрикам активности.,поверхностное 'это плохо' без альтернатив | нет анализа ложной продуктивности | нет культурного аспекта
CMM-031,pilot,domain_specific,finance_service,medium,"Как небольшому банку запустить сервис финансовой грамотности для пенсионеров так, чтобы он был полезным и не выглядел навязанной продажей продуктов?","Банк хочет повысить доверие и помочь клиентам лучше понимать цифровые сервисы, но опасается, что аудитория воспримет инициативу как маркетинговую ловушку.",Нужно учитывать низкую цифровую уверенность части аудитории | Нельзя строить сервис только вокруг продаж | Важно обеспечить понятность и доверие,Finance,user | domain | risk | strategy,finance | elderly | literacy | trust | service_design,ценность для аудитории | доверие и отсутствие скрытой продажи | каналы и формат доставки | риски цифровой уязвимости | метрики пользы,офлайн+онлайн формат | простые сценарии безопасности | партнёрства с сообществами,True,True,True,True,True,False,"Оттолкнуться от реальных болей: мошенничество, базовые цифровые операции, понимание условий услуг. | Отделить образовательный контур от продаж и сделать это заметным. | Использовать доверенные форматы: небольшие занятия, горячая линия, простые памятки. | Измерять не только охват, но и полезность, понимание и снижение ошибок/жалоб. | Указать риск патернализма и скрытого upsell.",Сильный ответ учитывает уязвимость аудитории и вопрос доверия к мотивам банка.,уход в маркетинг | нет работы с доверием | игнорирование цифровой уязвимости
CMM-032,benchmark,domain_specific,legal_tech,hard,"Как запустить юридического чатбота для арендаторов жилья так, чтобы он помогал, но не создавал опасное чувство ложной уверенности?","Организация хочет помочь людям понимать базовые права и типовые действия, но опасается неправильных советов в нестандартных ситуациях.","Нельзя выдавать инструмент за полноценную замену юриста | Нужно различать типовые и сложные случаи | Важно продумать дисклеймеры, маршрутизацию и качество контента",Law,domain | risk | user | engineering | strategy,legal_tech | chatbot | tenant_rights | misinformation | handoff,границы применения чатбота | типовые vs сложные кейсы | маршрут к человеку/организации | риски ложной уверенности | контроль качества контента,structured intake | template guidance | jurisdiction caveats | audit of answers,True,True,True,True,False,True,"Ограничить чатбот информационной и навигационной поддержкой по типовым кейсам. | Распознавать сигналы сложности/срочности и переводить пользователя к человеку. | Явно маркировать неопределённость и локальные правовые ограничения. | Построить процесс обновления контента и аудита рискованных ответов. | Не допускать UX, который создаёт иллюзию гарантированно точной юрконсультации.",Это хороший тест на роль доменного эксперта и управление рисками ложной уверенности.,слишком смелые советы | слабый handoff | нет различия типовых и сложных кейсов
CMM-033,benchmark,domain_specific,security_program,medium,"Как школе выстроить программу кибергигиены для учеников и сотрудников, чтобы она реально меняла поведение?",Ранее были фишинговые инциденты. Обычные разовые лекции почти ничего не изменили.,"Нельзя ограничиться одной презентацией в год | Нужно учитывать возраст учеников и перегрузку педагогов | Важно измерять поведение, а не только знание правил",Security,domain | risk | user | strategy,security_awareness | school | behavior_change | phishing | measurement,непрерывность программы | разные аудитории | поведенческие практики | метрики изменения поведения | риски формальности,simulations with care | micro-learning | incident reporting culture,True,True,False,True,True,False,"Разделить контент и практики для учеников, педагогов и администрации. | Сделать регулярные короткие интервенции вместо разовой лекции. | Связать обучение с конкретными сценариями: фишинг, пароли, сообщения об инцидентах. | Измерять не только знания, но и поведение: click rate, reporting rate, повторяемые ошибки. | Указать риск blame culture и перегрузки педагогов.","Сильный ответ ориентирован на изменение поведения и культуру безопасности, а не на формальный compliance.",разовые лекции как главное решение | нет поведенческих метрик | игнорирование разных аудиторий
CMM-034,benchmark,domain_specific,clinical_ai_service,hard,Как поликлинике запустить triage-чатбота для первичной маршрутизации пациентов без опасной недооценки симптомов?,"Клиника хочет разгрузить колл-центр и направлять пациентов быстрее, но опасается ошибок, ответственности и недоверия пользователей.",Чатбот не должен подменять врача | Нужны правила эскалации и тревожные симптомы | Важно учесть понятность для пациента,Medicine,domain | risk | user | engineering | strategy,triage | chatbot | healthcare | safety | routing,границы triage-чатбота | red flags и эскалация | понятность и инструкции пользователю | ответственность и логирование | риски пропуска тяжёлых случаев,fail-safe defaults | human review for uncertain cases | post-launch monitoring,True,True,True,True,True,True,"Ограничить систему маршрутизацией и справочной логикой, а не диагнозом. | Явно выделить симптомы-тревоги и немедленную эскалацию. | Делать ответы простыми, проверяемыми и с понятным следующим действием. | Логировать ошибки, uncertain cases и результаты маршрутизации. | Указать риск ложного успокоения и необходимость human safety net.",Это один из лучших кейсов для демонстрации преимуществ коллективной метамодерации над одиночным ответом.,слишком смелая автономия чатбота | недостаточная проработка red flags | слабая user-side понятность
CMM-035,benchmark,domain_specific,adaptive_learning,hard,"Как школьному округу внедрить адаптивную образовательную платформу так, чтобы она помогала учителям, а не подменяла их?","Руководство хочет персонализацию, но учителя боятся роста контроля и потери профессиональной автономии. Родители беспокоятся о данных детей.","Нужно учитывать роль учителя, данные и реальную учебную пользу | Нельзя оценивать платформу только по красивым дашбордам | Важно продумать пилот и критерии успеха",Education,domain | user | risk | strategy | engineering,adaptive_learning | schools | teacher_role | children_data | pilot,роль учителя в контуре | данные и приватность детей | критерии реальной учебной пользы | риски платформизации | пилотное внедрение,co-design with teachers | limited scope pilot | teacher-facing controls,True,True,True,True,True,True,"Описать платформу как инструмент поддержки учителя, а не замены педагогики. | Ограничить пилот по классам/предметам и определить учебные outcomes заранее. | Продумать минимизацию данных и прозрачность для родителей. | Вовлечь учителей в дизайн сценариев использования и интерпретацию данных. | Указать риск 'dashboards over learning' и роста недоверия персонала.","Сильный ответ учитывает педагогическую ценность, а не только ИТ-внедрение.",подмена педагогики платформой | игнорирование роли учителя | фокус на аналитике вместо learning outcomes
CMM-036,stress_test,domain_specific,public_integrity,hard,"Как муниципалитету использовать аналитическую систему для выявления возможных мошеннических закупок, не превращая её в источник необоснованных подозрений?","Город хочет выявлять аномалии в закупках, но опасается ложных срабатываний, политизации и давления на сотрудников.",Система не должна автоматически 'обвинять' людей | Нужны процедуры проверки и прозрачные критерии | Важно учесть управленческие и репутационные последствия,Law,risk | domain | strategy | engineering | user,procurement | fraud_detection | public_sector | false_positives | governance,границы аналитической системы | ложные срабатывания и human review | прозрачные критерии/процедуры | риски политизации и недоверия | роль аудита/контроля,risk scoring instead of hard decisions | case management workflow | documentation and accountability,True,True,True,True,True,True,"Использовать систему как инструмент сигнала риска, а не автоматического обвинения. | Предусмотреть human review, документирование проверки и процедуры эскалации. | Калибровать критерии и мониторить false positives/false negatives. | Продумать прозрачность, accountability и защиту от политического misuse. | Указать репутационные риски и влияние на культуру организации.",Это стресс-тест на зрелое governance-мышление и осторожную автоматизацию.,автоматизм подозрений | нет human review | игнорирование политизации и репутации
